wd18cd,wd18nm,lat,long
E05008164,Longden,-2.84067013689358,52.6723727606185
E05008165,Loton,-2.93790417822095,52.7151211750095
E05008166,Ludlow East,-2.70798180740407,52.3731673817594
E05008167,Ludlow North,-2.7548152320139,52.3815259277492
E05008168,Ludlow South,-2.70988243921524,52.3432182473108
E05008169,Market Drayton East,-2.43675349819685,52.9544036739491
E05008170,Market Drayton West,-2.49829758592632,52.9012401756851
E05008171,Meole,-2.76752282381075,52.6905274468306
E05008172,Rea Valley,-2.91185441359978,52.6393517649809
E05008173,Monkmoor,-2.71673819471876,52.7156213430864
E05008174,Much Wenlock,-2.55992901523102,52.5738571485196
E05008178,Porthill,-2.76494453170108,52.7066927526023
E05008179,Prees,-2.57992578908671,52.9183696836972
E05008180,Quarry and Coton Hill,-2.76302827993724,52.7174972952232
E05008181,Radbrook,-2.78659290251552,52.6986345423718
E05008183,St Martin's,-2.96217955333944,52.9319206394088
E05008186,Severn Valley,-2.6309934824956,52.6420270175039
E05008187,Shawbury,-2.67854031696445,52.7985069687912
E05008188,Shifnal North,-2.3576708139042,52.699200564801
E05008189,Shifnal South and Cosford,-2.3237320126996,52.6575186387263
E05008190,Sundorne,-2.72188024124712,52.7279835659242
E05008191,Tern,-2.74704805734773,52.7404805655003
E05008192,The Meres,-2.84240756355742,52.8665190330982
E05008193,Underdale,-2.73116965151721,52.7171710769759
E05008194,Wem,-2.72949090508624,52.8798962213881
E05008195,Whitchurch North,-2.69512952961672,52.9743347513055
E05008196,Whitchurch South,-2.65583211653039,52.9522023134402
E05008198,Worfield,-2.36622274496493,52.5848791442462
E05008327,Aldbourne and Ramsbury,-1.6154054037329,51.4600471005438
E05008328,Alderbury and Whiteparish,-1.67701772188005,51.0251698294616
E05008329,Amesbury East,-1.7486688686548,51.1688241354003
E05008330,Amesbury West,-1.80133268780138,51.1749630704896
E05008331,Bourne and Woodford Valley,-1.78059663649924,51.131778830447
E05008332,Box and Colerne,-2.2556990042547,51.4308921931709
E05008333,Bradford-on-Avon North,-2.25034868223052,51.352419630739
E05008334,Bradford-on-Avon South,-2.24880742800093,51.338886255484
E05008335,Brinkworth,-2.01791208510251,51.5709379558369
E05008336,"Bromham, Rowde and Potterne",-2.03168228655245,51.364537121655
E05008337,"Bulford, Allington and Figheldean",-1.72734306747294,51.1947019312088
E05008338,Burbage and the Bedwyns,-1.60055227718242,51.3604819385632
E05008339,By Brook,-2.22043340834224,51.5010795959423
E05008340,Calne Central,-2.00230573783806,51.4363293541787
E05008341,Calne Chilvester and Abberd,-2.00605541882388,51.4426970977481
E05008342,Calne North,-2.00170321628035,51.4489255211735
E05008343,Calne Rural,-2.00897956164358,51.4523561825812
E05008344,Calne South and Cherhill,-1.94244813067911,51.4323486858968
E05008345,Chippenham Cepen Park and Derriads,-2.14562173527677,51.4563388540726
E05008346,Chippenham Cepen Park and Redlands,-2.13674093865435,51.4686448448361
E05008347,Chippenham Hardenhuish,-2.1235587279176,51.4691327000129
E05008348,Chippenham Hardens and England,-2.10240775759946,51.4529897608362
E05008349,Chippenham Lowden and Rowden,-2.12654611544713,51.4531945337499
E05008350,Chippenham Monkton,-2.1089678666175,51.4629218825167
E05008351,Chippenham Pewsham,-2.1039896975233,51.4406755722645
E05008352,Chippenham Queens and Sheldon,-2.13744039007221,51.4545492815355
E05008353,Corsham Pickwick,-2.1954469617753,51.4405559562065
E05008354,Corsham Town,-2.16570681398924,51.4357935461378
E05008355,Corsham Without and Box Hill,-2.15522819155778,51.4182905449147
E05008356,Cricklade and Latton,-1.84395359854033,51.6489930491677
E05008357,Devizes and Roundway South,-2.00045286860771,51.3430004712484
E05008358,Devizes East,-1.98108117134069,51.3493184813073
E05008359,Devizes North,-2.00581152995508,51.351204950323
E05008360,Downton and Ebble Valley,-1.78998433691056,51.0192803208484
E05008361,Durrington and Larkhill,-1.80727102742019,51.1973430357448
E05008362,Ethandune,-2.13687381739763,51.2663171718731
E05008363,Fovant and Chalke Valley,-1.98543127180177,51.021487296462
E05008364,Hilperton,-2.17840543251023,51.3385734294646
E05008365,Holt and Staverton,-2.24072938840669,51.3693628832292
E05008366,Kington,-2.10744282339762,51.4995295084602
E05008367,"Laverstock, Ford and Old Sarum",-1.77319189616653,51.0903929538157
E05008368,Ludgershall and Perham Down,-1.61818595620182,51.2515668557921
E05008369,Lyneham,-1.9375705294141,51.502346343892
E05008370,Malmesbury,-2.10147533943152,51.5895564996506
E05008371,Marlborough East,-1.7203759661032,51.4225332091889
E05008372,Marlborough West,-1.74100681755842,51.4178882327511
E05008373,Melksham Central,-2.13230122007715,51.3748069081021
E05008374,Melksham North,-2.13982182539432,51.381548744113
E05008375,Melksham South,-2.13339178256751,51.3681541351232
E05008376,Melksham Without North,-2.15437637521678,51.384539509374
E05008377,Melksham Without South,-2.13116855419494,51.3592391683775
E05008378,Mere,-2.27779588155572,51.1003141823787
E05008379,Minety,-1.9874167561712,51.6345169674049
E05008380,Nadder and East Knoyle,-2.06480938503623,51.0858279596141
E05008381,Pewsey,-1.73440524523474,51.342508857903
E05008382,Pewsey Vale,-1.83829006511894,51.3210326088592
E05008383,Purton,-1.89103901953941,51.5955667047432
E05008384,Redlynch and Landford,-1.67155480584109,50.9767494232696
E05008385,Roundway,-1.98271437739314,51.3629500079112
E05008386,Salisbury Bemerton,-1.83324519543075,51.08771355654
E05008387,Salisbury Fisherton and Bemerton Village,-1.81930473173115,51.0783430545447
E05008388,Salisbury Harnham,-1.80168436942979,51.0553678464339
E05008389,Salisbury St Edmund and Milford,-1.79148705798646,51.0720314468143
E05008390,Salisbury St Francis and Stratford,-1.80352669172387,51.0921837033171
E05008391,Salisbury St Mark's and Bishopdown,-1.78362485640882,51.0868546942147
E05008392,Salisbury St Martin's and Cathedral,-1.79161556003918,51.0626831843014
E05008393,Salisbury St Paul's,-1.80797869028403,51.0719054397468
E05008394,Sherston,-2.16656595117652,51.5704800699028
E05008395,Southwick,-2.20755075672548,51.2942814903946
E05008396,Summerham and Seend,-2.10473196445783,51.3301435609461
E05008397,The Collingbournes and Netheravon,-1.69247522458235,51.275665333313
E05008398,The Lavingtons and Erlestoke,-2.008024630142,51.2750840469419
E05008399,Tidworth,-1.66912013687247,51.2372967877465
E05008400,Till and Wylye Valley,-1.92686536054915,51.1768143116453
E05008401,Tisbury,-2.11387720976167,51.0319074567946
E05008402,Trowbridge Adcroft,-2.20551589545108,51.3282282812348
E05008403,Trowbridge Central,-2.21487419205677,51.3178899195655
E05008404,Trowbridge Drynham,-2.20774300316941,51.3082739801013
E05008405,Trowbridge Grove,-2.22033912576777,51.3072342667417
E05008406,Trowbridge Lambrok,-2.22599134291274,51.3214128554122
E05008407,Trowbridge Park,-2.19856389363661,51.3161273192176
E05008408,Trowbridge Paxcroft,-2.18665135379336,51.3215715765879
E05008409,Urchfont and The Cannings,-1.92636585329633,51.3480753611851
E05008410,Warminster Broadway,-2.19853416138683,51.1959314172901
E05008411,Warminster Copheap and Wylye,-2.06677483062612,51.1838897868651
E05008412,Warminster East,-2.16642710112832,51.2006824273362
E05008413,Warminster West,-2.19231191856396,51.2128257754735
E05008414,Warminster Without,-2.2207526304883,51.1683792459581
E05008415,West Selkley,-1.78042902659042,51.4376676700768
E05008416,Westbury East,-2.1720883822792,51.2530137292606
E05008417,Westbury North,-2.1901678601775,51.268271627668
E05008418,Westbury West,-2.2004798137288,51.2606769754746
E05008419,Wilton and Lower Wylye Valley,-1.86713041031991,51.0950534111323
E05008420,Winsley and Westwood,-2.27743432680726,51.3356130229102
E05008421,Winterslow,-1.6878545912866,51.0803513981866
E05008422,Royal Wootton Bassett East,-1.87842377560756,51.5438844043463
E05008423,Royal Wootton Bassett North,-1.9076144101599,51.5516497213107
E05008424,Royal Wootton Bassett South,-1.91125531387118,51.5343534509631
E05008479,Arreton and Newchurch,-1.22975402548761,50.6650509862876
E05008480,Binstead and Fishbourne,-1.20284035130829,50.7272708582194
E05008481,"Brading, St Helens and Bembridge",-1.12952547454775,50.6856127889844
E05008482,Carisbrooke,-1.34203170284275,50.685058971303
E05008483,Central Wight,-1.35786675959541,50.6442210418066
E05008484,"Chale, Niton and Whitwell",-1.2940071184081,50.5993219349403
E05008485,Cowes Medina,-1.29830499045463,50.7548226583879
E05008486,Cowes North,-1.30171748738489,50.7617053364461
E05008487,Cowes South and Northwood,-1.31028003551584,50.7394347911108
E05008488,Cowes West and Gurnard,-1.32457484867593,50.7521307818832
E05008489,East Cowes,-1.27704805770392,50.7595580409527
E05008490,Freshwater North,-1.51802330257204,50.6948273384962
E05008491,Freshwater South,-1.49757263542671,50.6754148967107
E05008492,Godshill and Wroxall,-1.2481462255277,50.6241822362899
E05008493,"Havenstreet, Ashey and Haylands",-1.20257084314562,50.7021810645673
E05008494,Lake North,-1.17075508941322,50.6543688192377
E05008495,Lake South,-1.18132210318168,50.6409469975197
E05008496,Nettlestone and Seaview,-1.12403058373546,50.7136482473575
E05008497,Newport Central,-1.29819685844486,50.7008043518372
E05008498,Newport East,-1.27888623357342,50.6945858071583
E05008499,Newport North,-1.26518736438248,50.7116118954496
E05008500,Newport South,-1.29843787022149,50.6835990814867
E05008501,Newport West,-1.31148947334254,50.6976003691062
E05008502,Parkhurst,-1.31311411306981,50.7175867333022
E05008503,Ryde East,-1.14664989495218,50.7181261914616
E05008504,Ryde North East,-1.15248335532095,50.7281099217452
E05008505,Ryde North West,-1.17153300300116,50.7301352398932
E05008506,Ryde South,-1.15877589263082,50.7223080062307
E05008507,Ryde West,-1.17490687485358,50.7238065014879
E05008508,Sandown North,-1.13807354349514,50.6645876340692
E05008509,Sandown South,-1.16040700946833,50.6592826038694
E05008510,Shanklin Central,-1.18413604306186,50.6330521655686
E05008511,Shanklin South,-1.18907036570837,50.6211410138247
E05008512,Totland,-1.54973709752118,50.6726234456682
E05008513,Ventnor East,-1.19370627383355,50.600796341556
E05008514,Ventnor West,-1.23546846703073,50.5935723946756
E05008515,West Wight,-1.41594031932063,50.697279172533
E05008516,Whippingham and Osborne,-1.26563953531805,50.7446312322557
E05008517,Wootton Bridge,-1.23601497775863,50.726015619684
E05008520,Belper South,-1.4787855460091,53.0093693832805
E05008521,Duffield,-1.4905588109855,52.984348756541
E05008522,Heanor East,-1.34128753143799,53.0094825140978
E05008523,"Kilburn, Denby and Holbrook",-1.42741128967062,53.0132306130607
E05008524,"Shipley Park, Horsley and Horsley Woodhouse",-1.38325929325419,52.9937786798914
E05008542,Feniton and Buckerell,-3.2460801269011,50.7871144815065
E05008543,Honiton St Michael's,-3.19536008300682,50.7817267432702
E05008544,Ottery St Mary Rural,-3.30750110674595,50.7388485490072
E05008545,Whimple,-3.33849414006422,50.7711593758625
E05008546,Boniface,-3.65002492976775,50.7870554672052
E05008547,Newbrooke,-3.59343314038702,50.7892696711361
E05008548,Yeo,-3.72980298035062,50.7605597204286
E05008549,Brambleside,-0.723596010915714,52.4168101250211
E05008550,Queen Eleanor and Buccleuch,-0.672816059106716,52.4221049934426
E05008551,Earby,-2.1504854864597,53.9026356293579
E05008552,Foulridge,-2.16634121590684,53.8784269639961
E05008553,Coxheath and Hunton,0.480557460790263,51.2308185600377
E05008554,Loose,0.516940581551597,51.2386779323993
E05008555,South,0.517818238566251,51.2548783948049
E05008556,Chaucer,1.20819244464592,52.9024819054071
E05008557,The Runtons,1.25056885452196,52.9211427176517
E05008558,Almondbury,-1.73408928904692,53.6348917825548
E05008559,Colne Valley,-1.92069674608069,53.6095573147698
E05008560,Crosland Moor and Netherton,-1.81636178814501,53.6238859589228
E05008561,Holme Valley North,-1.83596759563159,53.5922909769798
E05008562,Kirkburton,-1.6969633415961,53.6153606521938
E05008563,Badgeworth,-2.14034310831863,51.8782117286576
E05008564,Brockworth,-2.15852495224918,51.8440778593379
E05008565,Churchdown Brookfield,-2.16811470599315,51.8750426870648
E05008566,Cleeve Grange,-2.07900413411242,51.9384471534547
E05008567,Cleeve Hill,-2.02149276613936,51.9355033777895
E05008568,Cleeve St Michael's,-2.05729919041725,51.9507560762365
E05008569,Coombe Hill,-2.1941967957097,51.9292408762855
E05008570,Hucclecote,-2.18111240809467,51.859579707327
E05008571,Isbourne,-1.94186788591951,52.0088016905163
E05008572,Oxenton Hill,-2.08415333997153,51.9662447613309
E05008573,Shurdington,-2.10243227354501,51.8676834488844
E05008574,Tewkesbury Prior's Park,-2.1654651434764,51.9769595350923
E05008575,Winchcombe,-1.94482092020148,51.9498063495067
E05008599,Ambrook,-3.67245249404148,50.503904105038004
E05008600,College,-3.60776610391581,50.5202944906357
E05008610,Alderley Edge,-2.23271151516055,53.3038366572219
E05008611,Alsager,-2.30831980006703,53.0938301619301
E05008612,Audlem,-2.53409061106767,52.998245593567
E05008613,Bollington,-2.10439635012957,53.2870719213377
E05008614,Brereton Rural,-2.33025286212679,53.1631537805208
E05008615,Broken Cross and Upton,-2.15771369475391,53.2680089649996
E05008616,Bunbury,-2.55279472614448,53.1213316582144
E05008617,Chelford,-2.3211758253128,53.2739780935736
E05008618,Congleton East,-2.17536109961415,53.1654344216115
E05008619,Congleton West,-2.22464744969538,53.1652442831499
E05008620,Crewe Central,-2.44928416588579,53.1005950199823
E05008621,Crewe East,-2.42852529117041,53.1039025361308
E05008622,Crewe North,-2.45105555315875,53.111081705892
E05008623,Crewe St Barnabas,-2.46850872662455,53.1067247902188
E05008624,Crewe South,-2.44239905778485,53.085373191113
E05008625,Crewe West,-2.46455017094167,53.094595715956
E05008626,Dane Valley,-2.35301303945941,53.2197382501645
E05008627,Disley,-2.0302403147958,53.353859361257
E05008628,Gawsworth,-2.19649684596132,53.2210318874231
E05008629,Handforth,-2.20813618341568,53.3479363259936
E05008630,Haslington,-2.37877146960665,53.0866671263639
E05008631,High Legh,-2.44576412859035,53.328809150019
E05008632,Knutsford,-2.36550240398981,53.3029905427868
E05008633,Leighton,-2.47842528724296,53.1173323934075
E05008634,Macclesfield Central,-2.13087677447367,53.2548865376619
E05008635,Macclesfield East,-2.09724062969443,53.2558025684722
E05008636,Macclesfield Hurdsfield,-2.11509726296081,53.269215294887
E05008637,Macclesfield South,-2.13305912314371,53.2449736019739
E05008638,Macclesfield Tytherington,-2.13136898548727,53.2744174867015
E05008639,Macclesfield West and Ivy,-2.15410162230748,53.2552479674711
E05008640,Middlewich,-2.43734584901261,53.185101724343
E05008641,Mobberley,-2.33112521508408,53.3304365349134
E05008642,Nantwich North and West,-2.51826693815804,53.0722511311479
E05008643,Nantwich South and Stapeley,-2.49858308392696,53.0530801933069
E05008644,Odd Rode,-2.24807075244091,53.1247640055619
E05008645,Poynton East and Pott Shrigley,-2.06133551582215,53.3300665007433
E05008646,Poynton West and Adlington,-2.12402205697035,53.3284150988544
E05008647,Prestbury,-2.17628236866618,53.2961174945508
E05008648,Sandbach Elworth,-2.3889010973936,53.1491871398761
E05008649,Sandbach Ettiley Heath and Wheelock,-2.38142829788061,53.1308515405968
E05008650,Sandbach Heath and East,-2.34821027718639,53.1452412921171
E05008651,Sandbach Town,-2.36489351476495,53.1506241972359
E05008652,Shavington,-2.44613910178386,53.0655752398158
E05008653,Sutton,-2.05286034090756,53.2397135999859
E05008654,Willaston and Rope,-2.47143539468328,53.0690428501499
E05008655,Wilmslow Dean Row,-2.20337993277115,53.3314415723606
E05008656,Wilmslow East,-2.21989586775718,53.317429679983
E05008657,Wilmslow Lacey Green,-2.24321869944972,53.3467955932107
E05008658,Wilmslow West and Chorley,-2.25901689816243,53.321958778545
E05008659,Wistaston,-2.48614827547773,53.0866930207612
E05008660,Wrenbury,-2.64717860668672,53.0589397597785
E05008661,Wybunbury,-2.43098004543548,53.025556175123
E05008662,Blacon,-2.92124765856347,53.201214787643
E05008663,Boughton,-2.87177342698949,53.1922137133652
E05008664,Chester City,-2.89186552374036,53.1902837828569
E05008665,Chester Villages,-2.82513957876639,53.2019688981961
E05008666,Davenham and Moulton,-2.50022175336461,53.2276746818844
E05008667,Dodleston and Huntington,-2.91259321032669,53.1472662391118
E05008668,Ellesmere Port Town,-2.88140268922232,53.2738785698142
E05008669,Elton,-2.83700226849597,53.2723809248258
E05008670,Farndon,-2.8382007637417,53.0882350762408
E05008671,Frodsham,-2.73502455476704,53.2911190281176
E05008672,Garden Quarter,-2.90225628782861,53.1961123527878
E05008673,Gowy,-2.76101471364807,53.2375051373273
E05008674,Grange,-2.91464044567195,53.2792860969385
E05008675,Great Boughton,-2.85719170288293,53.1898867938092
E05008676,Handbridge Park,-2.89457558841275,53.1793706608209
E05008677,Hartford and Greenbank,-2.54600883098067,53.2459945707593
E05008678,Helsby,-2.76585466460583,53.2765762627592
E05008679,Hoole,-2.86961134617817,53.2010614234882
E05008680,Kingsley,-2.66527439379028,53.2731932665471
E05008681,Lache,-2.91886286608548,53.1721570249985
E05008682,Ledsham and Manor,-2.95017106837479,53.2764407879977
E05008683,Little Neston and Burton,-3.02972302351896,53.2637775738962
E05008684,Malpas,-2.75228319452134,53.0211203597057
E05008685,Marbury,-2.53820649154496,53.2986303508282
E05008686,Neston,-3.05107005215295,53.2987394591919
E05008687,Netherpool,-2.92623941964882,53.2972925469024
E05008688,Newton,-2.88285891927718,53.2052134472476
E05008689,Parkgate,-3.08379717346117,53.2948329244607
E05008690,Rossmore,-2.88634358451885,53.2877684229005
E05008691,St Paul's,-2.93799174571873,53.2845051330364
E05008692,Saughall and Mollington,-2.93674605063882,53.239635030697
E05008693,Shakerley,-2.41891955477062,53.2304977284169
E05008694,Strawberry,-2.92305002277399,53.2583237003345
E05008695,Sutton,-2.92502381996028,53.270010253597
E05008696,Tarporley,-2.62998936858818,53.1736820524204
E05008697,Tarvin and Kelsall,-2.6999440340900702,53.2003473970441
E05008698,Tattenhall,-2.74757566209957,53.122822895151
E05008699,Upton,-2.88733597993247,53.2186380821495
E05008700,Weaver and Cuddington,-2.60255039827033,53.2677437937277
E05008701,Whitby,-2.90373191618391,53.2653746779383
E05008702,Willaston and Thornton,-2.98764042926694,53.2910224219593
E05008703,Winnington and Castle,-2.52002045845001,53.2626462411827
E05008704,Winsford Over and Verdin,-2.56385410125933,53.2084246087511
E05008705,Winsford Swanlow and Dene,-2.52973052905047,53.1707496237415
E05008706,Winsford Wharton,-2.48158732183721,53.1833782503198
E05008707,Witton and Rudheath,-2.48036964099277,53.2489593102802
E05008714,Abbey Hulton and Townsend,-2.13586322505873,53.0310311725211
E05008715,"Baddeley, Milton and Norton",-2.15267749934621,53.0607837847225
E05008716,Bentilee and Ubberley,-2.12418073533984,53.0089505625184
E05008717,Birches Head and Central Forest Park,-2.16242446995308,53.0326764113816
E05008718,Blurton East,-2.15116677535477,52.9792166757463
E05008719,Blurton West and Newstead,-2.1646798415782,52.966318595641
E05008720,Boothen and Oak Hill,-2.18645266982298,52.9959264743447
E05008721,Bradeley and Chell Heath,-2.18158675474382,53.0643937279397
E05008722,Broadway and Longton East,-2.12003515597695,52.9852064852701
E05008723,Burslem Central,-2.20617167732088,53.0447277453821
E05008724,Burslem Park,-2.18734166947196,53.0518006982117
E05008725,Dresden and Florence,-2.1342185388233,52.9776169150511
E05008726,Eaton Park,-2.14871157641159,53.0189229134058
E05008727,Etruria and Hanley,-2.19070705848076,53.0260399317928
E05008728,Fenton East,-2.14679201803664,52.998433743865
E05008729,Fenton West and Mount Pleasant,-2.16252098439867,53.001291397916
E05008730,Ford Green and Smallthorne,-2.16852726187501,53.051152186783
E05008731,Goldenhill and Sandyford,-2.22054399277563,53.0726376437465
E05008732,Great Chell and Packmoor,-2.1927344300539,53.0806915794548
E05008733,Hanford and Trentham,-2.18774534001515,52.9696868151865
E05008734,Hanley Park and Shelton,-2.1760736227362,53.0100951791402
E05008735,Hartshill and Basford,-2.20052860963857,53.0117103735261
E05008736,Hollybush and Longton West,-2.16123240177451,52.9854034373177
E05008737,Joiner's Square,-2.16752948558972,53.019462896394
E05008738,Lightwood North and Normacot,-2.12177299033563,52.9754060856443
E05008739,Little Chell and Stanfield,-2.19591654940853,53.0592983159504
E05008740,Meir Hay,-2.11886190101264,52.9937533786101
E05008741,Meir North,-2.09309474828684,52.9817290254578
E05008742,Meir Park,-2.09462195703163,52.9681723213174
E05008743,Meir South,-2.11273215018351,52.9679129300714
E05008744,Moorcroft,-2.18433398286268,53.0405402209339
E05008745,Penkhull and Stoke,-2.19755816430521,53.0029542663652
E05008746,Sandford Hill,-2.13157115602097,52.9978037809777
E05008747,Sneyd Green,-2.16184810569339,53.0427344881949
E05008748,Springfields and Trent Vale,-2.20230893945076,52.9904635894895
E05008749,Tunstall,-2.21449190558552,53.0593728819081
E05008750,Weston Coyney,-2.10007628777821,52.9914622589947
E05008751,Brickhill,-0.460490534452413,52.157389144038
E05008752,Bromham and Biddenham,-0.52145919854841,52.1505054931017
E05008753,Castle,-0.464508412527698,52.1350864289941
E05008754,Cauldwell,-0.46634953354312503,52.1219855877142
E05008755,Clapham,-0.48698975375341,52.1711384495061
E05008756,De Parys,-0.455872985183325,52.1449230171682
E05008757,Eastcotts,-0.41696786345051,52.0965023835258
E05008758,Elstow and Stewartby,-0.490585584838214,52.0918164686787
E05008759,Goldington,-0.424660748192335,52.149775042442
E05008760,Great Barford,-0.394169927483914,52.1465565812785
E05008761,Harpur,-0.477717138869892,52.1459982395776
E05008762,Harrold,-0.612694912187821,52.2246042325676
E05008763,Kempston Central and East,-0.486578113336648,52.1205764560934
E05008764,Kempston North,-0.495395627253105,52.12482378161
E05008765,Kempston Rural,-0.573893415947762,52.1365361955315
E05008766,Kempston South,-0.490632180882915,52.1105922313764
E05008767,Kempston West,-0.507999484101727,52.1128063867139
E05008768,Kingsbrook,-0.438395859148307,52.1261256221284
E05008769,Newnham,-0.430177715768358,52.1366086938845
E05008770,Oakley,-0.546208264610408,52.1758342176425
E05008771,Putnoe,-0.440693338045685,52.1560918589272
E05008772,Queens Park,-0.488609731672825,52.1352755113246
E05008773,Riseley,-0.47478859375534,52.2632224307182
E05008774,Sharnbrook,-0.538806374677938,52.2243460121173
E05008775,Wilshamstead,-0.441137773714151,52.0831212161467
E05008776,Wootton,-0.544181852716218,52.0950538851928
E05008777,Wyboston,-0.367078597957797,52.215689384129
E05008778,Ampthill,-0.453807804115767,52.0319239425072
E05008779,Arlesey,-0.28918016494815,52.0144800788743
E05008780,Aspley and Woburn,-0.604845694128178,51.9862391946447
E05008781,Barton-le-Clay,-0.424148954459483,51.963870640468
E05008782,Biggleswade North,-0.253713733790544,52.0982981847128
E05008783,Biggleswade South,-0.242065988085235,52.0752520752309
E05008784,Caddington,-0.46465077844827,51.8527183462503
E05008785,Cranfield and Marston Moretaine,-0.579815863104352,52.0533116763004
E05008786,Dunstable-Central,-0.524752282993441,51.8839688529593
E05008787,Dunstable-Icknield,-0.505120410176947,51.8910709614115
E05008788,Dunstable-Manshead,-0.504396284196149,51.8807365390532
E05008789,Dunstable-Northfields,-0.536169119128072,51.8912864336502
E05008790,Dunstable-Watling,-0.5259424772124,51.8778265779825
E05008791,Eaton Bray,-0.589055875097188,51.8816306767999
E05008792,Flitwick,-0.512430532219168,52.0046966514047
E05008793,Heath and Reach,-0.59977797997941,51.9274214131969
E05008794,Houghton Conquest and Haynes,-0.452487645466989,52.061082401749
E05008795,Houghton Hall,-0.535187301945885,51.9053345005664
E05008796,Leighton Buzzard North,-0.654944197332791,51.9283076231327
E05008797,Leighton Buzzard South,-0.652606890912305,51.9082299122026
E05008798,Linslade,-0.682262556898362,51.9155630041545
E05008799,Northill,-0.326673381622534,52.0879359189941
E05008800,Parkside,-0.501997586228205,51.9112057155739
E05008801,Potton,-0.215711787806398,52.1208515518803
E05008802,Sandy,-0.288030576156865,52.1347242486279
E05008803,Shefford,-0.353627056911951,52.0320071243175
E05008804,Silsoe and Shillington,-0.388357015891957,51.9945237508956
E05008805,Stotfold and Langford,-0.243636380553107,52.0316148682007
E05008806,Tithe Farm,-0.513583984106849,51.916218144464
E05008807,Toddington,-0.483550148127618,51.9451885930464
E05008808,"Westoning, Flitton and Greenfield",-0.484212035340007,51.9870350350031
E05008809,Aston,-1.40734990976342,52.8667121770217
E05008810,Church Gresley,-1.56777934673648,52.7617853421541
E05008811,Etwall,-1.59723385777403,52.8991633112788
E05008812,Hatton,-1.68167083145869,52.8689505109653
E05008813,Hilton,-1.67992916897179,52.8867186411547
E05008814,Linton,-1.62060759237506,52.7573002548669
E05008815,Melbourne,-1.43472668884365,52.8269016804545
E05008816,Midway,-1.55027589974876,52.7856200658638
E05008817,Newhall and Stanton,-1.59143193505784,52.7797852613068
E05008818,Repton,-1.52153413956166,52.8131321138641
E05008819,Seales,-1.62846301150174,52.7296735848512
E05008820,Stenson,-1.51240219538759,52.8656304041742
E05008821,Swadlincote,-1.56116227727005,52.7730601711133
E05008822,Willington and Findern,-1.55084373248604,52.8635925422968
E05008823,Woodville,-1.5209353781736,52.7819032688474
E05008824,Abington,-0.872642926573783,52.2439195570366
E05008825,Billing,-0.814714852889596,52.2555231942333
E05008826,Boothville,-0.852076649913216,52.2747903169646
E05008827,Brookside,-0.831498911082942,52.2629482740421
E05008828,Castle,-0.894279150958003,52.2387562821058
E05008829,Delapre and Briar Hill,-0.900636390950129,52.2242891789848
E05008830,East Hunsbury,-0.907332956232792,52.2059288253024
E05008831,Eastfield,-0.859684345911573,52.2625594993286
E05008832,Headlands,-0.859090138849637,52.254855681966
E05008833,Kings Heath,-0.928070680557397,52.2609110382352
E05008834,Kingsley,-0.87914004855061,52.2598467818021
E05008835,Kingsthorpe,-0.912423445274576,52.2651720410936
E05008836,Nene Valley,-0.87487141206212,52.2102892525499
E05008837,New Duston,-0.952434349993687,52.2546801517513
E05008838,Obelisk,-0.890502902158467,52.2753600143787
E05008839,Old Duston,-0.936853151228729,52.2450333681413
E05008840,Park,-0.85083448898951,52.2470206732206
E05008841,Parklands,-0.868924145375355,52.2719263245744
E05008842,Phippsville,-0.87173798502786,52.25237238198
E05008843,Rectory Farm,-0.810436853931742,52.2674942320824
E05008844,Riverside,-0.817946737963394,52.2456147099039
E05008845,Rushmills,-0.853633521447983,52.228931038957
E05008846,St David's,-0.890150609867468,52.2630180978514
E05008847,St James,-0.921406175544466,52.2356546775509
E05008848,Semilong,-0.903730712805417,52.2499730513474
E05008849,Spencer,-0.917676149917402,52.2486919417139
E05008850,Spring Park,-0.90929062943998,52.2734538864873
E05008851,Sunnyside,-0.896525204091707,52.2691580829045
E05008852,Talavera,-0.83110196267213,52.2732871352233
E05008853,Trinity,-0.890872944529256,52.2515638343693
E05008854,Upton,-0.95238379726183,52.22821427752
E05008855,West Hunsbury,-0.927919181871954,52.2156240072759
E05008856,Westone,-0.846257845310775,52.2585839042444
E05008857,Abbott,-1.22009788668077,53.1547085898622
E05008858,Berry Hill,-1.17868737865558,53.1234622860084
E05008859,Brick Kiln,-1.22817395547017,53.1421229961451
E05008860,Broomhill,-1.21195584886773,53.149731638347
E05008861,Bull Farm and Pleasley Hill,-1.23840877487091,53.1642811718795
E05008862,Carr Bank,-1.18136125116122,53.149294146413
E05008863,Eakring,-1.17029651238881,53.1376119546992
E05008864,Grange Farm,-1.22344327900938,53.1370303948587
E05008865,Holly,-1.15827167187228,53.1612560634465
E05008866,Hornby,-1.17243173320687,53.1740404811011
E05008867,Kings Walk,-1.18171198214605,53.1343221331214
E05008868,Kingsway,-1.15979357845218,53.1509451853091
E05008869,Ladybrook,-1.21209763551596,53.1442919866451
E05008870,Lindhurst,-1.16280347026933,53.1296176585187
E05008871,Ling Forest,-1.15660900061439,53.1437722909982
E05008872,Manor,-1.18553468859576,53.1734832234264
E05008873,Market Warsop,-1.16945278956963,53.1908144678421
E05008874,Maun Valley,-1.17245079467157,53.1566246260102
E05008875,Meden,-1.12491874383124,53.2075188218751
E05008876,Netherfield,-1.1262304972402,53.2239995603737
